date_heure_inventaire,services,types_de_lits_disponibles,nbre_lits_dispos,equipements_disponibles
2024-01-28 08:00:00,Chirurgie_Cardio,Lit Standard,15,Moniteur Multiparametrique
2024-01-28 08:00:00,Neurochirurgie,Lit Standard,4,ECG
2024-01-28 08:00:00,Psychiatrie,Lit Standard,15,Scanner
2024-01-28 08:00:00,Gyneco_Obstetrique,Lit Standard,5,ECG
2024-01-28 08:00:00,Urgences,Brancard,15,Ventilateur Respiratoire
2024-01-29 08:00:00,Cardiologie,Lit Standard,5,Scanner
2024-01-29 08:00:00,Neurologie,Lit Standard,13,Radio Standard
2024-01-29 08:00:00,Pneumologie,Lit Standard,10,Scanner
2024-01-29 08:00:00,Infectieux,Lit Standard,11,Scanner
2024-01-29 08:00:00,Geriatrie,Lit Standard,12,Echo-Doppler
2024-01-29 08:00:00,Medecine_Interne,Lit Standard,19,IRM
2024-01-29 08:00:00,Chirurgie_Ortho,Lit Standard,6,IRM
2024-01-29 08:00:00,Chirurgie_Viscerale,Lit Standard,13,Echo-Doppler
2024-01-29 08:00:00,Chirurgie_Cardio,Lit Standard,9,Echo-Doppler
2024-01-29 08:00:00,Neurochirurgie,Lit Standard,11,Echo-Doppler
2024-01-29 08:00:00,Psychiatrie,Lit Standard,10,Radio Standard
2024-01-29 08:00:00,Gyneco_Obstetrique,Lit Standard,8,Scanner
2024-01-29 08:00:00,Urgences,Brancard,7,ECG
2024-01-30 08:00:00,Cardiologie,Lit Standard,7,Ventilateur Respiratoire
2024-01-30 08:00:00,Neurologie,Lit Standard,10,Chariot Urgence
2024-01-30 08:00:00,Pneumologie,Lit Standard,8,Ventilateur Respiratoire
2024-01-30 08:00:00,Infectieux,Lit Standard,9,Chariot Urgence
2024-01-30 08:00:00,Geriatrie,Lit Standard,15,Chariot Urgence
2024-01-30 08:00:00,Medecine_Interne,Lit Standard,19,Scanner
2024-01-30 08:00:00,Chirurgie_Ortho,Lit Standard,16,Ventilateur Respiratoire
2024-01-30 08:00:00,Chirurgie_Viscerale,Lit Standard,5,Echo-Doppler
2024-01-30 08:00:00,Chirurgie_Cardio,Lit Standard,6,ECG
2024-01-30 08:00:00,Neurochirurgie,Lit Standard,5,Echo-Doppler
2024-01-30 08:00:00,Psychiatrie,Lit Standard,12,Scanner
2024-01-30 08:00:00,Gyneco_Obstetrique,Lit Standard,9,Ventilateur Respiratoire
2024-01-30 08:00:00,Urgences,Brancard,7,Scanner
2024-01-31 08:00:00,Cardiologie,Lit Standard,15,Radio Standard
2024-01-31 08:00:00,Neurologie,Lit Standard,4,IRM
2024-01-31 08:00:00,Pneumologie,Lit Standard,4,Radio Standard
2024-01-31 08:00:00,Infectieux,Lit Standard,3,Radio Standard
2024-01-31 08:00:00,Geriatrie,Lit Standard,29,Moniteur Multiparametrique
2024-01-31 08:00:00,Medecine_Interne,Lit Standard,20,Chariot Urgence
2024-01-31 08:00:00,Chirurgie_Ortho,Lit Standard,23,Moniteur Multiparametrique
2024-01-31 08:00:00,Chirurgie_Viscerale,Lit Standard,17,Scanner
2024-01-31 08:00:00,Chirurgie_Cardio,Lit Standard,5,Chariot Urgence
2024-01-31 08:00:00,Neurochirurgie,Lit Standard,10,Ventilateur Respiratoire
2024-01-31 08:00:00,Psychiatrie,Lit Standard,4,ECG
2024-01-31 08:00:00,Gyneco_Obstetrique,Lit Standard,4,ECG
2024-01-31 08:00:00,Urgences,Brancard,15,Chariot Urgence
2024-02-01 08:00:00,Cardiologie,Lit Standard,21,IRM
2024-02-01 08:00:00,Neurologie,Lit Standard,15,Chariot Urgence
2024-02-01 08:00:00,Pneumologie,Lit Standard,10,IRM
2024-02-01 08:00:00,Infectieux,Lit Standard,8,Echo-Doppler
2024-02-01 08:00:00,Geriatrie,Lit Standard,19,Ventilateur Respiratoire
2024-02-01 08:00:00,Medecine_Interne,Lit Standard,12,Chariot Urgence
2024-02-01 08:00:00,Chirurgie_Ortho,Lit Standard,9,Moniteur Multiparametrique
2024-02-01 08:00:00,Chirurgie_Viscerale,Lit Standard,14,Ventilateur Respiratoire
2024-02-01 08:00:00,Chirurgie_Cardio,Lit Standard,6,Radio Standard
2024-02-01 08:00:00,Neurochirurgie,Lit Standard,4,Indisponible
2024-02-01 08:00:00,Psychiatrie,Lit Standard,14,Moniteur Multiparametrique
2024-02-01 08:00:00,Gyneco_Obstetrique,Lit Standard,7,ECG
2024-02-01 08:00:00,Urgences,Brancard,9,Chariot Urgence
2024-02-02 08:00:00,Cardiologie,Lit Standard,23,Echo-Doppler
2024-02-02 08:00:00,Neurologie,Lit Standard,12,IRM
2024-02-02 08:00:00,Pneumologie,Lit Standard,15,ECG
2024-02-02 08:00:00,Infectieux,Lit Standard,9,Indisponible
2024-02-02 08:00:00,Geriatrie,Lit Standard,19,Ventilateur Respiratoire
2024-02-02 08:00:00,Medecine_Interne,Lit Standard,19,ECG
2024-02-02 08:00:00,Chirurgie_Ortho,Lit Standard,11,Echo-Doppler
2024-02-02 08:00:00,Chirurgie_Viscerale,Lit Standard,19,Radio Standard
2024-02-02 08:00:00,Chirurgie_Cardio,Lit Standard,6,Radio Standard
2024-02-02 08:00:00,Neurochirurgie,Lit Standard,10,IRM
2024-02-02 08:00:00,Psychiatrie,Lit Standard,5,ECG
2024-02-02 08:00:00,Gyneco_Obstetrique,Lit Standard,8,Echo-Doppler
2024-02-02 08:00:00,Urgences,Brancard,3,Echo-Doppler
2024-02-03 08:00:00,Cardiologie,Lit Standard,13,IRM
2024-02-03 08:00:00,Neurologie,Lit Standard,9,Chariot Urgence
2024-02-03 08:00:00,Pneumologie,Lit Standard,4,Echo-Doppler
2024-02-03 08:00:00,Infectieux,Lit Standard,12,Echo-Doppler
2024-02-03 08:00:00,Geriatrie,Lit Standard,13,IRM
2024-02-03 08:00:00,Medecine_Interne,Lit Standard,7,IRM
2024-02-03 08:00:00,Chirurgie_Ortho,Lit Standard,12,ECG
2024-02-03 08:00:00,Chirurgie_Viscerale,Lit Standard,7,Scanner
2024-02-03 08:00:00,Chirurgie_Cardio,Lit Standard,4,Ventilateur Respiratoire
2024-02-03 08:00:00,Neurochirurgie,Lit Standard,12,ECG
2024-02-03 08:00:00,Psychiatrie,Lit Standard,15,Ventilateur Respiratoire
2024-02-03 08:00:00,Gyneco_Obstetrique,Lit Standard,8,Chariot Urgence
2024-02-03 08:00:00,Urgences,Brancard,14,Chariot Urgence
2024-02-04 08:00:00,Cardiologie,Lit Standard,15,ECG
2024-02-04 08:00:00,Neurologie,Lit Standard,17,IRM
2024-02-04 08:00:00,Pneumologie,Lit Standard,8,ECG
2024-02-04 08:00:00,Infectieux,Lit Standard,11,IRM
2024-02-04 08:00:00,Geriatrie,Lit Standard,26,Scanner
2024-02-04 08:00:00,Medecine_Interne,Lit Standard,20,Scanner
2024-02-04 08:00:00,Chirurgie_Ortho,Lit Standard,12,IRM
2024-02-04 08:00:00,Chirurgie_Viscerale,Lit Standard,22,Echo-Doppler
2024-02-04 08:00:00,Chirurgie_Cardio,Lit Standard,8,Chariot Urgence
2024-02-04 08:00:00,Neurochirurgie,Lit Standard,17,Radio Standard
2024-02-04 08:00:00,Psychiatrie,Lit Standard,3,Moniteur Multiparametrique
2024-02-04 08:00:00,Gyneco_Obstetrique,Lit Standard,3,Echo-Doppler
2024-02-04 08:00:00,Urgences,Brancard,10,Radio Standard
2024-02-05 08:00:00,Cardiologie,Lit Standard,5,Scanner
2024-02-05 08:00:00,Neurologie,Lit Standard,7,Echo-Doppler
2024-02-05 08:00:00,Pneumologie,Lit Standard,4,Chariot Urgence
2024-02-05 08:00:00,Infectieux,Lit Standard,9,Ventilateur Respiratoire
2024-02-05 08:00:00,Geriatrie,Lit Standard,29,Chariot Urgence
2024-02-05 08:00:00,Medecine_Interne,Lit Standard,10,ECG
2024-02-05 08:00:00,Chirurgie_Ortho,Lit Standard,18,ECG
2024-02-05 08:00:00,Chirurgie_Viscerale,Lit Standard,21,Echo-Doppler
2024-02-05 08:00:00,Chirurgie_Cardio,Lit Standard,7,Radio Standard
2024-02-05 08:00:00,Neurochirurgie,Lit Standard,16,Scanner
2024-02-05 08:00:00,Psychiatrie,Lit Standard,6,Radio Standard
2024-02-05 08:00:00,Gyneco_Obstetrique,Lit Standard,5,Moniteur Multiparametrique
2024-02-05 08:00:00,Urgences,Brancard,14,Radio Standard
2024-02-06 08:00:00,Cardiologie,Lit Standard,4,Scanner
2024-02-06 08:00:00,Neurologie,Lit Standard,4,Ventilateur Respiratoire
2024-02-06 08:00:00,Pneumologie,Lit Standard,12,ECG
2024-02-06 08:00:00,Infectieux,Lit Standard,9,Scanner
2024-02-06 08:00:00,Geriatrie,Lit Standard,15,ECG
2024-02-06 08:00:00,Medecine_Interne,Lit Standard,10,Scanner
2024-02-06 08:00:00,Chirurgie_Ortho,Lit Standard,20,IRM
2024-02-06 08:00:00,Chirurgie_Viscerale,Lit Standard,5,ECG
2024-02-06 08:00:00,Chirurgie_Cardio,Lit Standard,14,Moniteur Multiparametrique
2024-02-06 08:00:00,Neurochirurgie,Lit Standard,7,Radio Standard
2024-02-06 08:00:00,Psychiatrie,Lit Standard,10,ECG
2024-02-06 08:00:00,Gyneco_Obstetrique,Lit Standard,4,Ventilateur Respiratoire
2024-02-06 08:00:00,Urgences,Brancard,8,ECG
2024-02-07 08:00:00,Cardiologie,Lit Standard,16,Chariot Urgence
2024-02-07 08:00:00,Neurologie,Lit Standard,18,IRM
2024-02-07 08:00:00,Pneumologie,Lit Standard,5,Radio Standard
2024-02-07 08:00:00,Infectieux,Lit Standard,4,Moniteur Multiparametrique
2024-02-07 08:00:00,Geriatrie,Lit Standard,14,Echo-Doppler
2024-02-07 08:00:00,Medecine_Interne,Lit Standard,10,Scanner
2024-02-07 08:00:00,Chirurgie_Ortho,Lit Standard,29,Radio Standard
2024-02-07 08:00:00,Chirurgie_Viscerale,Lit Standard,7,Ventilateur Respiratoire
2024-02-07 08:00:00,Chirurgie_Cardio,Lit Standard,14,Echo-Doppler
2024-02-07 08:00:00,Neurochirurgie,Lit Standard,17,Echo-Doppler
2024-02-07 08:00:00,Psychiatrie,Lit Standard,7,IRM
2024-02-07 08:00:00,Gyneco_Obstetrique,Lit Standard,6,Echo-Doppler
2024-02-07 08:00:00,Urgences,Brancard,6,ECG
2024-02-08 08:00:00,Cardiologie,Lit Standard,5,Scanner
2024-02-08 08:00:00,Neurologie,Lit Standard,12,Moniteur Multiparametrique
2024-02-08 08:00:00,Pneumologie,Lit Standard,15,Chariot Urgence
2024-02-08 08:00:00,Infectieux,Lit Standard,7,Radio Standard
2024-02-08 08:00:00,Geriatrie,Lit Standard,24,Echo-Doppler
2024-02-08 08:00:00,Medecine_Interne,Lit Standard,26,Moniteur Multiparametrique
2024-02-08 08:00:00,Chirurgie_Ortho,Lit Standard,5,Scanner
2024-02-08 08:00:00,Chirurgie_Viscerale,Lit Standard,15,Radio Standard
2024-02-08 08:00:00,Chirurgie_Cardio,Lit Standard,8,Echo-Doppler
2024-02-08 08:00:00,Neurochirurgie,Lit Standard,3,ECG
2024-02-08 08:00:00,Psychiatrie,Lit Standard,15,IRM
2024-02-08 08:00:00,Gyneco_Obstetrique,Lit Standard,8,Chariot Urgence
2024-02-08 08:00:00,Urgences,Brancard,14,Moniteur Multiparametrique
2024-02-09 08:00:00,Cardiologie,Lit Standard,9,Ventilateur Respiratoire
2024-02-09 08:00:00,Neurologie,Lit Standard,19,Radio Standard
2024-02-09 08:00:00,Pneumologie,Lit Standard,12,Ventilateur Respiratoire
2024-02-09 08:00:00,Infectieux,Lit Standard,7,Scanner
2024-02-09 08:00:00,Geriatrie,Lit Standard,23,Echo-Doppler
2024-02-09 08:00:00,Medecine_Interne,Lit Standard,19,Scanner
2024-02-09 08:00:00,Chirurgie_Ortho,Lit Standard,16,Radio Standard
2024-02-09 08:00:00,Chirurgie_Viscerale,Lit Standard,20,Ventilateur Respiratoire
2024-02-09 08:00:00,Chirurgie_Cardio,Lit Standard,4,ECG
2024-02-09 08:00:00,Neurochirurgie,Lit Standard,10,Radio Standard
2024-02-09 08:00:00,Psychiatrie,Lit Standard,8,Scanner
2024-02-09 08:00:00,Gyneco_Obstetrique,Lit Standard,2,Ventilateur Respiratoire
2024-02-09 08:00:00,Urgences,Brancard,8,ECG
2024-02-10 08:00:00,Cardiologie,Lit Standard,4,IRM
2024-02-10 08:00:00,Neurologie,Lit Standard,7,Moniteur Multiparametrique
2024-02-10 08:00:00,Pneumologie,Lit Standard,3,Radio Standard
2024-02-10 08:00:00,Infectieux,Lit Standard,8,Chariot Urgence
2024-02-10 08:00:00,Geriatrie,Lit Standard,26,Chariot Urgence
2024-02-10 08:00:00,Medecine_Interne,Lit Standard,12,Echo-Doppler
2024-02-10 08:00:00,Chirurgie_Ortho,Lit Standard,15,Chariot Urgence
2024-02-10 08:00:00,Chirurgie_Viscerale,Lit Standard,21,Radio Standard
2024-02-10 08:00:00,Chirurgie_Cardio,Lit Standard,6,Ventilateur Respiratoire
2024-02-10 08:00:00,Neurochirurgie,Lit Standard,8,ECG
2024-02-10 08:00:00,Psychiatrie,Lit Standard,15,Chariot Urgence
2024-02-10 08:00:00,Gyneco_Obstetrique,Lit Standard,4,Moniteur Multiparametrique
2024-02-10 08:00:00,Urgences,Brancard,11,IRM
2024-02-11 08:00:00,Cardiologie,Lit Standard,17,Scanner
2024-02-11 08:00:00,Neurologie,Lit Standard,8,Ventilateur Respiratoire
2024-02-11 08:00:00,Pneumologie,Lit Standard,3,IRM
2024-02-11 08:00:00,Infectieux,Lit Standard,10,Echo-Doppler
2024-02-11 08:00:00,Geriatrie,Lit Standard,14,Ventilateur Respiratoire
2024-02-11 08:00:00,Medecine_Interne,Lit Standard,7,Echo-Doppler
2024-02-11 08:00:00,Chirurgie_Ortho,Lit Standard,16,Scanner
2024-02-11 08:00:00,Chirurgie_Viscerale,Lit Standard,6,Ventilateur Respiratoire
2024-02-11 08:00:00,Chirurgie_Cardio,Lit Standard,15,Ventilateur Respiratoire
2024-02-11 08:00:00,Neurochirurgie,Lit Standard,8,Scanner
2024-02-11 08:00:00,Psychiatrie,Lit Standard,15,Scanner
2024-02-11 08:00:00,Gyneco_Obstetrique,Lit Standard,8,Echo-Doppler
2024-02-11 08:00:00,Urgences,Brancard,4,Ventilateur Respiratoire
2024-02-12 08:00:00,Cardiologie,Lit Standard,13,Chariot Urgence
2024-02-12 08:00:00,Neurologie,Lit Standard,16,Radio Standard
2024-02-12 08:00:00,Pneumologie,Lit Standard,8,Scanner
2024-02-12 08:00:00,Infectieux,Lit Standard,10,Radio Standard
2024-02-12 08:00:00,Geriatrie,Lit Standard,23,Ventilateur Respiratoire
2024-02-12 08:00:00,Medecine_Interne,Lit Standard,21,Ventilateur Respiratoire
2024-02-12 08:00:00,Chirurgie_Ortho,Lit Standard,19,Scanner
2024-02-12 08:00:00,Chirurgie_Viscerale,Lit Standard,7,ECG
2024-02-12 08:00:00,Chirurgie_Cardio,Lit Standard,11,IRM
2024-02-12 08:00:00,Neurochirurgie,Lit Standard,11,Echo-Doppler
2024-02-12 08:00:00,Psychiatrie,Lit Standard,16,Chariot Urgence
2024-02-12 08:00:00,Gyneco_Obstetrique,Lit Standard,8,Chariot Urgence
2024-02-12 08:00:00,Urgences,Brancard,5,Indisponible
2024-02-13 08:00:00,Cardiologie,Lit Standard,20,Echo-Doppler
2024-02-13 08:00:00,Neurologie,Lit Standard,17,Indisponible
2024-02-13 08:00:00,Pneumologie,Lit Standard,8,Radio Standard
2024-02-13 08:00:00,Infectieux,Lit Standard,10,Moniteur Multiparametrique
2024-02-13 08:00:00,Geriatrie,Lit Standard,14,Chariot Urgence
2024-02-13 08:00:00,Medecine_Interne,Lit Standard,18,Chariot Urgence
2024-02-13 08:00:00,Chirurgie_Ortho,Lit Standard,30,Ventilateur Respiratoire
2024-02-13 08:00:00,Chirurgie_Viscerale,Lit Standard,12,ECG
2024-02-13 08:00:00,Chirurgie_Cardio,Lit Standard,8,IRM
2024-02-13 08:00:00,Neurochirurgie,Lit Standard,4,Moniteur Multiparametrique
2024-02-13 08:00:00,Psychiatrie,Lit Standard,15,Moniteur Multiparametrique
2024-02-13 08:00:00,Gyneco_Obstetrique,Lit Standard,2,Scanner
2024-02-13 08:00:00,Urgences,Brancard,14,Scanner
2024-02-14 08:00:00,Cardiologie,Lit Standard,22,Moniteur Multiparametrique
2024-02-14 08:00:00,Neurologie,Lit Standard,11,Echo-Doppler
2024-02-14 08:00:00,Pneumologie,Lit Standard,6,IRM
2024-02-14 08:00:00,Infectieux,Lit Standard,3,Echo-Doppler
2024-02-14 08:00:00,Geriatrie,Lit Standard,9,Chariot Urgence
2024-02-14 08:00:00,Medecine_Interne,Lit Standard,8,Scanner
2024-02-14 08:00:00,Chirurgie_Ortho,Lit Standard,23,Echo-Doppler
2024-02-14 08:00:00,Chirurgie_Viscerale,Lit Standard,21,Ventilateur Respiratoire
2024-02-14 08:00:00,Chirurgie_Cardio,Lit Standard,12,Ventilateur Respiratoire
2024-02-14 08:00:00,Neurochirurgie,Lit Standard,9,Ventilateur Respiratoire
2024-02-14 08:00:00,Psychiatrie,Lit Standard,8,Echo-Doppler
2024-02-14 08:00:00,Gyneco_Obstetrique,Lit Standard,5,Echo-Doppler
2024-02-14 08:00:00,Urgences,Brancard,11,Ventilateur Respiratoire
2024-02-15 08:00:00,Cardiologie,Lit Standard,5,Scanner
2024-02-15 08:00:00,Neurologie,Lit Standard,18,Ventilateur Respiratoire
2024-02-15 08:00:00,Pneumologie,Lit Standard,15,Chariot Urgence
2024-02-15 08:00:00,Infectieux,Lit Standard,12,IRM
2024-02-15 08:00:00,Geriatrie,Lit Standard,23,IRM
2024-02-15 08:00:00,Medecine_Interne,Lit Standard,5,IRM
2024-02-15 08:00:00,Chirurgie_Ortho,Lit Standard,11,Echo-Doppler
2024-02-15 08:00:00,Chirurgie_Viscerale,Lit Standard,14,Chariot Urgence
2024-02-15 08:00:00,Chirurgie_Cardio,Lit Standard,10,Chariot Urgence
2024-02-15 08:00:00,Neurochirurgie,Lit Standard,10,Ventilateur Respiratoire
2024-02-15 08:00:00,Psychiatrie,Lit Standard,3,IRM
2024-02-15 08:00:00,Gyneco_Obstetrique,Lit Standard,6,Echo-Doppler
2024-02-15 08:00:00,Urgences,Brancard,15,Moniteur Multiparametrique
2024-02-16 08:00:00,Cardiologie,Lit Standard,12,ECG
2024-02-16 08:00:00,Neurologie,Lit Standard,4,Echo-Doppler
2024-02-16 08:00:00,Pneumologie,Lit Standard,15,IRM
2024-02-16 08:00:00,Infectieux,Lit Standard,7,Echo-Doppler
2024-02-16 08:00:00,Geriatrie,Lit Standard,13,Moniteur Multiparametrique
2024-02-16 08:00:00,Medecine_Interne,Lit Standard,26,Echo-Doppler
2024-02-16 08:00:00,Chirurgie_Ortho,Lit Standard,16,ECG
2024-02-16 08:00:00,Chirurgie_Viscerale,Lit Standard,19,Moniteur Multiparametrique
2024-02-16 08:00:00,Chirurgie_Cardio,Lit Standard,10,Chariot Urgence
2024-02-16 08:00:00,Neurochirurgie,Lit Standard,6,Chariot Urgence
2024-02-16 08:00:00,Psychiatrie,Lit Standard,10,Ventilateur Respiratoire
2024-02-16 08:00:00,Gyneco_Obstetrique,Lit Standard,8,Indisponible
2024-02-16 08:00:00,Urgences,Brancard,7,Chariot Urgence
2024-02-17 08:00:00,Cardiologie,Lit Standard,21,Chariot Urgence
2024-02-17 08:00:00,Neurologie,Lit Standard,4,ECG
2024-02-17 08:00:00,Pneumologie,Lit Standard,9,Ventilateur Respiratoire
2024-02-17 08:00:00,Infectieux,Lit Standard,7,Moniteur Multiparametrique
2024-02-17 08:00:00,Geriatrie,Lit Standard,12,Indisponible
2024-02-17 08:00:00,Medecine_Interne,Lit Standard,26,Scanner
2024-02-17 08:00:00,Chirurgie_Ortho,Lit Standard,23,Scanner
2024-02-17 08:00:00,Chirurgie_Viscerale,Lit Standard,18,Echo-Doppler
2024-02-17 08:00:00,Chirurgie_Cardio,Lit Standard,6,Moniteur Multiparametrique
2024-02-17 08:00:00,Neurochirurgie,Lit Standard,16,ECG
2024-02-17 08:00:00,Psychiatrie,Lit Standard,4,Echo-Doppler
2024-02-17 08:00:00,Gyneco_Obstetrique,Lit Standard,6,Indisponible
2024-02-17 08:00:00,Urgences,Brancard,6,ECG
2024-02-18 08:00:00,Cardiologie,Lit Standard,14,Scanner
2024-02-18 08:00:00,Neurologie,Lit Standard,7,Moniteur Multiparametrique
2024-02-18 08:00:00,Pneumologie,Lit Standard,4,Scanner
2024-02-18 08:00:00,Infectieux,Lit Standard,2,Ventilateur Respiratoire
2024-02-18 08:00:00,Geriatrie,Lit Standard,24,IRM
2024-02-18 08:00:00,Medecine_Interne,Lit Standard,25,IRM
2024-02-18 08:00:00,Chirurgie_Ortho,Lit Standard,19,Chariot Urgence
2024-02-18 08:00:00,Chirurgie_Viscerale,Lit Standard,20,Scanner
2024-02-18 08:00:00,Chirurgie_Cardio,Lit Standard,7,Echo-Doppler
2024-02-18 08:00:00,Neurochirurgie,Lit Standard,16,IRM
2024-02-18 08:00:00,Psychiatrie,Lit Standard,6,ECG
2024-02-18 08:00:00,Gyneco_Obstetrique,Lit Standard,3,Ventilateur Respiratoire
2024-02-18 08:00:00,Urgences,Brancard,10,Radio Standard
2024-02-19 08:00:00,Cardiologie,Lit Standard,21,IRM
2024-02-19 08:00:00,Neurologie,Lit Standard,18,Radio Standard
2024-02-19 08:00:00,Pneumologie,Lit Standard,8,Scanner
2024-02-19 08:00:00,Infectieux,Lit Standard,2,Radio Standard
2024-02-19 08:00:00,Geriatrie,Lit Standard,21,IRM
2024-02-19 08:00:00,Medecine_Interne,Lit Standard,12,Radio Standard
2024-02-19 08:00:00,Chirurgie_Ortho,Lit Standard,6,Radio Standard
2024-02-19 08:00:00,Chirurgie_Viscerale,Lit Standard,18,Chariot Urgence
2024-02-19 08:00:00,Chirurgie_Cardio,Lit Standard,9,Radio Standard
2024-02-19 08:00:00,Neurochirurgie,Lit Standard,13,Echo-Doppler
2024-02-19 08:00:00,Psychiatrie,Lit Standard,13,Chariot Urgence
2024-02-19 08:00:00,Gyneco_Obstetrique,Lit Standard,8,Moniteur Multiparametrique
2024-02-19 08:00:00,Urgences,Brancard,7,IRM
2024-02-20 08:00:00,Cardiologie,Lit Standard,18,Ventilateur Respiratoire
2024-02-20 08:00:00,Neurologie,Lit Standard,10,Radio Standard
2024-02-20 08:00:00,Pneumologie,Lit Standard,15,Indisponible
2024-02-20 08:00:00,Infectieux,Lit Standard,9,Scanner
2024-02-20 08:00:00,Geriatrie,Lit Standard,20,Scanner
2024-02-20 08:00:00,Medecine_Interne,Lit Standard,21,Moniteur Multiparametrique
2024-02-20 08:00:00,Chirurgie_Ortho,Lit Standard,28,Echo-Doppler
2024-02-20 08:00:00,Chirurgie_Viscerale,Lit Standard,16,Radio Standard
2024-02-20 08:00:00,Chirurgie_Cardio,Lit Standard,8,Echo-Doppler
2024-02-20 08:00:00,Neurochirurgie,Lit Standard,7,Chariot Urgence
2024-02-20 08:00:00,Psychiatrie,Lit Standard,15,Moniteur Multiparametrique
2024-02-20 08:00:00,Gyneco_Obstetrique,Lit Standard,2,Moniteur Multiparametrique
2024-02-20 08:00:00,Urgences,Brancard,6,Moniteur Multiparametrique
2024-02-21 08:00:00,Cardiologie,Lit Standard,12,Moniteur Multiparametrique
2024-02-21 08:00:00,Neurologie,Lit Standard,14,ECG
2024-02-21 08:00:00,Pneumologie,Lit Standard,14,Radio Standard
2024-02-21 08:00:00,Infectieux,Lit Standard,11,IRM
2024-02-21 08:00:00,Geriatrie,Lit Standard,18,Scanner
2024-02-21 08:00:00,Medecine_Interne,Lit Standard,10,Radio Standard
2024-02-21 08:00:00,Chirurgie_Ortho,Lit Standard,8,Ventilateur Respiratoire
2024-02-21 08:00:00,Chirurgie_Viscerale,Lit Standard,6,Chariot Urgence
2024-02-21 08:00:00,Chirurgie_Cardio,Lit Standard,5,Ventilateur Respiratoire
2024-02-21 08:00:00,Neurochirurgie,Lit Standard,15,Chariot Urgence
2024-02-21 08:00:00,Psychiatrie,Lit Standard,16,IRM
2024-02-21 08:00:00,Gyneco_Obstetrique,Lit Standard,3,Ventilateur Respiratoire
2024-02-21 08:00:00,Urgences,Brancard,15,IRM
2024-02-22 08:00:00,Cardiologie,Lit Standard,5,IRM
2024-02-22 08:00:00,Neurologie,Lit Standard,7,IRM
2024-02-22 08:00:00,Pneumologie,Lit Standard,13,IRM
2024-02-22 08:00:00,Infectieux,Lit Standard,12,Indisponible
2024-02-22 08:00:00,Geriatrie,Lit Standard,22,Ventilateur Respiratoire
2024-02-22 08:00:00,Medecine_Interne,Lit Standard,9,Moniteur Multiparametrique
2024-02-22 08:00:00,Chirurgie_Ortho,Lit Standard,9,Scanner
2024-02-22 08:00:00,Chirurgie_Viscerale,Lit Standard,16,Radio Standard
2024-02-22 08:00:00,Chirurgie_Cardio,Lit Standard,8,IRM
2024-02-22 08:00:00,Neurochirurgie,Lit Standard,11,Scanner
2024-02-22 08:00:00,Psychiatrie,Lit Standard,14,Indisponible
2024-02-22 08:00:00,Gyneco_Obstetrique,Lit Standard,5,IRM
2024-02-22 08:00:00,Urgences,Brancard,5,ECG
2024-02-23 08:00:00,Cardiologie,Lit Standard,18,IRM
2024-02-23 08:00:00,Neurologie,Lit Standard,13,IRM
2024-02-23 08:00:00,Pneumologie,Lit Standard,6,Indisponible
2024-02-23 08:00:00,Infectieux,Lit Standard,9,Chariot Urgence
2024-02-23 08:00:00,Geriatrie,Lit Standard,7,Chariot Urgence
2024-02-23 08:00:00,Medecine_Interne,Lit Standard,10,IRM
2024-02-23 08:00:00,Chirurgie_Ortho,Lit Standard,19,Chariot Urgence
2024-02-23 08:00:00,Chirurgie_Viscerale,Lit Standard,8,Echo-Doppler
2024-02-23 08:00:00,Chirurgie_Cardio,Lit Standard,5,Radio Standard
2024-02-23 08:00:00,Neurochirurgie,Lit Standard,14,Radio Standard
2024-02-23 08:00:00,Psychiatrie,Lit Standard,10,Scanner
2024-02-23 08:00:00,Gyneco_Obstetrique,Lit Standard,3,Echo-Doppler
2024-02-23 08:00:00,Urgences,Brancard,14,Moniteur Multiparametrique
2024-02-24 08:00:00,Cardiologie,Lit Standard,13,Ventilateur Respiratoire
2024-02-24 08:00:00,Neurologie,Lit Standard,10,Radio Standard
2024-02-24 08:00:00,Pneumologie,Lit Standard,13,Chariot Urgence
2024-02-24 08:00:00,Infectieux,Lit Standard,11,Ventilateur Respiratoire
2024-02-24 08:00:00,Geriatrie,Lit Standard,29,IRM
2024-02-24 08:00:00,Medecine_Interne,Lit Standard,19,ECG
2024-02-24 08:00:00,Chirurgie_Ortho,Lit Standard,5,Radio Standard
2024-02-24 08:00:00,Chirurgie_Viscerale,Lit Standard,20,Radio Standard
2024-02-24 08:00:00,Chirurgie_Cardio,Lit Standard,14,ECG
2024-02-24 08:00:00,Neurochirurgie,Lit Standard,11,Moniteur Multiparametrique
2024-02-24 08:00:00,Psychiatrie,Lit Standard,8,Ventilateur Respiratoire
2024-02-24 08:00:00,Gyneco_Obstetrique,Lit Standard,8,Moniteur Multiparametrique
2024-02-24 08:00:00,Urgences,Brancard,13,Echo-Doppler
2024-02-25 08:00:00,Cardiologie,Lit Standard,16,Indisponible
2024-02-25 08:00:00,Neurologie,Lit Standard,18,Moniteur Multiparametrique
2024-02-25 08:00:00,Pneumologie,Lit Standard,15,IRM
2024-02-25 08:00:00,Infectieux,Lit Standard,6,Echo-Doppler
2024-02-25 08:00:00,Geriatrie,Lit Standard,11,IRM
2024-02-25 08:00:00,Medecine_Interne,Lit Standard,7,Indisponible
